ISIN,Local 1,Ticker,Issuer,Issuer Country,Coupon,Workout date,Final Maturity,Expected Remaining Life,Time To Maturity,Next Call Date,Next Coupon Date,Coupon Frequency,Bid Price,Ask Price,Bid_Ask_Spread,Index Price,Accrued Interest,Dirty Index Price,Coupon Payment,Notional Amount,Capped Notional Amount,Market Value,Capped Market Value,Cash Payment,Capped Cash Payment,Street Yield,Annual Yield,Semi-Annual Yield,Street Yield to Maturity,Annual Yield to Maturity,Semi-Annual Yield to Maturity,Duration,Street Modified Duration,Annual Modified Duration,Semi-Annual Modified Duration,Street Modified Duration to Maturity,Annual Modified Duration to Maturity,Semi-Annual Modified Duration to Maturity,Effective OA duration,Street Convexity,Annual Convexity,Semi-Annual Convexity,Street Convexity to Maturity,Annual Convexity to Maturity,Semi-Annual Convexity to Maturity,OA Convexity,Benchmark ISIN,Annual Benchmark Spread,Semi-Annual Benchmark Spread,Annual Benchmark Spread to BM-Curve,Semi-Annual Benchmark Spread to BM-Curve,Asset Swap Margin,OAS,Z-Spread,Z-Spread Over Libor,DV 01,Level 1,Level 4,Level 5,Level 6,Level 7,Level 8,Markit iBoxx Rating,Seniority Level 1,Seniority Level 2,Is Hybrid Capital,is Callable,1-5 Years,1-10 Years,1-15 Years,1-20 Years,3-5 Years,5-7 Years,5-10 Years,5-15 Years,7-10 Years,10-15 Years,15-20 Years,15-25 Years,20-25 Years,25-30 Years,5+ Years,7+ Years,10+ Years,15+ Years,25+ Years,30+ Years,Daily Return,Month-to-Date Return,Quarter-to-Date Return,Year-to-Date Return,Daily Sovereign Curve Swap Return,Daily Libor Swap Return,Month-to-date Sovereign Curve Swap Return,Month-to-date Libor Swap Return,Duration weighted exposure
US362320BA04,,VZ,GTE Corp,UNITED STATES,6.94,15/04/2028,15/04/2028,12.22222222,12.22222222,,15/04/2016,2,115.48133,116.96632,1.48499,115.48133,1.927777778,117.4091078,0.0,800000000,663880410.7,939272862.2,779456066.9,0.0,0.0,5.210384705,5.278254977,5.210384705,5.210384705,5.278254977,5.210384705,8.585111182,8.367131317,8.154686059,8.367131317,8.367131317,8.154686059,8.367131317,8.510689025,91.14587702,90.44908663,91.14587702,91.14587702,90.44908663,91.14587702,90.48434659,US912828M565,324.4076108,318.644665,314.8738942,309.224631,343.886143,317.8541995,317.8620151,332.9168313,0.09992324,D,Non-Financials,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,BBB,*,*,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.000202694,-0.007936763,-0.007936763,-0.007936763,0.002180152,0.002431039,0.024919498,0.033985935,0.003061275
US345370CA64,,F,Ford Motor Co,UNITED STATES,7.45,16/07/2031,16/07/2031,15.475,15.475,,16/07/2016,2,119.60098,120.34491,0.74393,119.60098,0.18625,119.78723,3.725,1793531000,1793531000.0,2148421104.0,2148421104.0,66809029.75,66809029.75,5.546299953,5.623203561,5.546299953,5.546299953,5.623203561,5.546299953,9.966053462,9.697137301,9.435477363,9.697137301,9.697137301,9.435477363,9.697137301,9.827408166,126.5069317,124.2384874,126.5069317,126.5069317,124.2384874,126.5069317,125.8937858,US912828M565,358.9024692,352.2361898,336.5398301,330.1402087,376.5011246,338.0730002,338.0856161,357.2400767,0.1177198,G,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.008579406,-0.027078286,-0.027078286,-0.027078286,0.002650695,0.002725046,0.025406596,0.040148994,0.008700205
US00184AAC99,,TWX,TIME WARNER INC,UNITED STATES,7.625,15/04/2031,15/04/2031,15.22222222,15.22222222,,15/04/2016,2,121.20998,122.46467,1.25469,121.20998,2.118055556,123.3280356,0.0,2000000000,2000000000.0,2466560711.0,2466560711.0,0.0,0.0,5.542745642,5.619550715,5.542745642,5.542745642,5.619550715,5.542745642,9.668647224,9.407918722,9.154221126,9.407918722,9.407918722,9.154221126,9.407918722,9.536570305,120.829854,118.7346128,120.829854,120.829854,118.7346128,120.829854,120.2200193,US912828M565,358.5371846,351.8807587,337.1714985,330.7698427,380.3355857,339.0612576,339.0745566,357.692032,0.117612648,G,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.001745969,-0.014643926,-0.014643926,-0.014643926,0.002620298,0.002690058,0.025357078,0.039646031,0.009687294
US251799AA02,,DVN,Devon Energy Corp,UNITED STATES,7.95,15/04/2032,15/04/2032,16.22222222,16.22222222,,15/04/2016,2,95.5,95.75,0.25,95.5,2.208333333,97.70833333,0.0,1000000000,1000000000.0,977083333.3,977083333.3,0.0,0.0,8.462746065,8.641791242,8.462746065,8.462746065,8.641791242,8.462746065,9.019868575,8.653698318,8.302393095,8.653698318,8.653698318,8.302393095,8.653698318,8.856934173,110.3744892,105.4158667,110.3744892,110.3744892,105.4158667,110.3744892,112.1267564,US912828M565,660.7612373,643.880801,635.4515613,618.8729243,599.6843205,642.6387621,642.6554217,661.9264523,0.086539628,D,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.016290993,-0.070247426,-0.070247426,-0.070247426,0.002739449,0.002824578,0.025760043,0.041575233,0.003837446
US00184AAG04,,TWX,TIME WARNER INC,UNITED STATES,7.7,1/5/2032,1/5/2032,16.26666667,16.26666667,,1/5/2016,2,123.51044,124.81483,1.30439,123.51044,1.796666667,125.3071067,0.0,2000000000,2000000000.0,2506142133.0,2506142133.0,0.0,0.0,5.494159671,5.569624147,5.494159671,5.494159671,5.569624147,5.494159671,10.09858987,9.828590636,9.565810193,9.828590636,9.828590636,9.565810193,9.828590636,9.944839369,132.9892641,130.5036087,132.9892641,132.9892641,130.5036087,132.9892641,132.1754621,US912828M565,353.5445278,347.0221616,328.0595634,321.8410866,377.2989166,329.933167,329.9485595,350.4158665,0.124615905,G,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.001049938,-0.016703453,-0.016703453,-0.016703453,0.00274321,0.002830864,0.025768795,0.041656486,0.009842748
US172967BL44,,C,CITIGROUP INC,UNITED STATES,6.625,15/06/2032,15/06/2032,16.38888889,16.38888889,,15/06/2016,2,117.2331,117.97823,0.74513,117.2331,0.736111111,117.9692111,0.0,1000000000,1000000000.0,1179692111.0,1179692111.0,0.0,0.0,5.064266264,5.128383246,5.064266264,5.064266264,5.128383246,5.064266264,10.67442093,10.41080547,10.15370027,10.41080547,10.41080547,10.15370027,10.41080547,10.5218576,145.0384741,142.7923835,145.0384741,145.0384741,142.7923835,145.0384741,143.9498477,US912828M565,309.4204377,304.0328209,283.4534301,278.3754508,316.3645716,282.8621411,282.8781971,304.1214655,0.124125524,G,Financials,Financials,Banks,Banks,Banks,BBB,SUB,LT2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.011799793,-0.004669683,-0.004669683,-0.004669683,0.002757992,0.00284712,0.025826124,0.041886276,0.004633182
US38141GCU67,,GS,GOLDMAN SACHS GROUP INC,UNITED STATES,6.125,15/02/2033,15/02/2033,17.05555556,17.05555556,,15/02/2016,2,116.4954,117.06626,0.57086,116.4954,2.722222222,119.2176222,0.0,2350000000,2350000000.0,2801614122.0,2801614122.0,0.0,0.0,4.707155701,4.762548988,4.707155701,4.707155701,4.762548988,4.707155701,11.05164552,10.79751754,10.54923313,10.79751754,10.79751754,10.54923313,10.79751754,10.8934953,157.5102623,155.3846107,157.5102623,157.5102623,155.3846107,157.5102623,156.0483583,US912828M565,272.8370119,268.3217646,244.2406777,240.0664207,274.4146969,242.2181826,242.2521539,264.9551641,0.129869661,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.002641989,-0.004910912,-0.004910912,-0.004910912,0.002829047,0.00293359,0.026281373,0.043139239,0.011003199
US694308GE15,,PCG,Pacific Gas & Electric Co,UNITED STATES,6.05,1/3/2034,1/3/2034,18.1,18.1,,1/3/2016,2,120.28432,120.72915,0.44483,120.28432,2.42,122.70432,0.0,3000000000,3000000000.0,3681129600.0,3681129600.0,0.0,0.0,4.410936721,4.459577628,4.410936721,4.410936721,4.459577628,4.410936721,11.65478643,11.40329047,11.15722148,11.40329047,11.40329047,11.15722148,11.40329047,11.46994219,175.6097807,173.4531151,175.6097807,175.6097807,173.4531151,175.6097807,173.3331321,US912828M565,242.5398759,238.6998666,209.8242634,206.3743638,245.2831147,207.5275401,207.5413935,231.9226355,0.140741146,D,Non-Financials,Utilities,Utilities,Electricity,Electricity,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.004903352,0.016750211,0.016750211,0.016750211,0.00292306,0.003067668,0.027040926,0.045029882,0.014457452
US59156RAJ77,,MET,METLIFE INC,UNITED STATES,6.375,15/06/2034,15/06/2034,18.38888889,18.38888889,,15/06/2016,2,119.50744,121.17776,1.67032,119.50744,0.708333333,120.2157733,0.0,750000000,750000000.0,901618300.0,901618300.0,0.0,0.0,4.769464125,4.826333595,4.769464125,4.769464125,4.826333595,4.769464125,11.67278906,11.40090795,11.13535946,11.40090795,11.40090795,11.13535946,11.40090795,11.47450027,175.7096197,172.9310691,175.7096197,175.7096197,172.9310691,175.7096197,173.7203812,US912828M565,279.2154726,274.552607,245.3604853,241.1013155,283.1428478,244.4144343,244.4304289,268.8932015,0.137941592,D,Financials,Financials,Insurance,Life Insurance,Life Insurance,A,SEN,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.000707271,-0.025492195,-0.025492195,-0.025492195,0.002948516,0.003104374,0.027271011,0.045534271,0.003541061
US292505AD65,,ECACN,ENCANA CORP,CANADA,6.5,15/08/2034,15/08/2034,18.55555556,18.55555556,,15/02/2016,2,67.02481,67.52481,0.5,67.02481,2.888888889,69.91369889,0.0,750000000,750000000.0,524352741.7,524352741.7,0.0,0.0,10.59628128,10.87698422,10.59628128,10.59628128,10.87698422,10.59628128,8.946986954,8.496813809,8.069291402,8.496813809,8.496813809,8.069291402,8.496813809,8.730246857,116.2768111,108.5089549,116.2768111,116.2768111,108.5089549,116.2768111,119.564231,US912828M565,884.2805352,857.2343223,849.7682162,823.1335374,629.3901486,861.2479518,861.3014585,882.9628167,0.061036385,D,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,BBB,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.000112888,-0.162992025,-0.162992025,-0.162992025,0.00296308,0.003124328,0.027425669,0.045836629,0.002059369
US949746JM44,,WFC,Wells Fargo & Co,UNITED STATES,5.375,7/2/2035,7/2/2035,19.03333333,19.03333333,,7/2/2016,2,113.59097,114.29427,0.7033,113.59097,2.508333333,116.0993033,0.0,750000000,750000000.0,870744775.0,870744775.0,0.0,0.0,4.320165914,4.366825498,4.320165914,4.320165914,4.366825498,4.320165914,12.33351771,12.07273659,11.81746944,12.07273659,12.07273659,11.81746944,12.07273659,12.13370304,196.3472354,193.7933526,196.3472354,196.3472354,193.7933526,196.3472354,193.9015563,US912828M565,233.2646629,229.6227859,196.8679932,193.6601198,223.4516282,193.3930015,193.4271616,219.4871444,0.140871447,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.00202799,-0.002112995,-0.002112995,-0.002112995,0.00299932,0.003183629,0.027954384,0.046666914,0.003419806
US20030NAF87,,CMCSA,COMCAST CORP,UNITED STATES,5.65,15/06/2035,15/06/2035,19.38888889,19.38888889,,15/06/2016,2,115.81872,116.57292,0.7542,115.81872,0.627777778,116.4464978,0.0,750000000,750000000.0,873348733.3,873348733.3,0.0,0.0,4.425747272,4.47471537,4.425747272,4.425747272,4.47471537,4.425747272,12.51393158,12.24300925,11.97795231,12.24300925,12.24300925,11.97795231,12.24300925,12.29516748,200.6591391,197.7972513,200.6591391,200.6591391,197.7972513,200.6591391,197.9740182,US912828M565,244.0536501,240.1809217,206.2546729,202.8326696,237.2270432,203.8328298,203.8472403,230.0951748,0.143172919,D,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,A,*,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.008924754,0.008814477,0.008814477,0.008814477,0.003022976,0.003227771,0.028279816,0.047265129,0.003430033
US59156RAM07,,MET,METLIFE INC,UNITED STATES,5.7,15/06/2035,15/06/2035,19.38888889,19.38888889,,15/06/2016,2,113.08337,114.47015,1.38678,113.08337,0.633333333,113.7167033,0.0,1000000000,1000000000.0,1137167033.0,1137167033.0,0.0,0.0,4.666726978,4.721172829,4.666726978,4.666726978,4.721172829,4.666726978,12.38114641,12.09883658,11.82296385,12.09883658,12.09883658,11.82296385,12.09883658,12.16013517,197.2248404,193.9782728,197.2248404,197.2248404,193.9782728,197.2248404,194.8958579,US912828M565,268.699396,264.2788923,230.9004188,226.9306402,258.9412659,229.0167332,229.0319144,255.1379317,0.138281048,G,Financials,Financials,Insurance,Life Insurance,Life Insurance,A,SEN,*,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.002787021,-0.012602448,-0.012602448,-0.012602448,0.003022976,0.003227771,0.028279816,0.047265129,0.004466167
US887317AF27,,TWX,Time Warner Inc,UNITED STATES,4.875,15/03/2020,15/03/2020,4.138888889,4.138888889,,15/03/2016,2,108.07127,108.20267,0.1314,108.07127,1.760416667,109.8316867,0.0,1400000000,1400000000.0,1537643613.0,1537643613.0,0.0,0.0,2.795448536,2.814984868,2.795448536,2.795448536,2.814984868,2.795448536,3.753489523,3.701749275,3.650722244,3.701749275,3.701749275,3.650722244,3.701749275,3.749365295,16.45594734,17.78078213,16.45594734,16.45594734,17.78078213,16.45594734,15.01488212,US912828N480,135.303399,133.8802205,149.82379,148.3089444,155.9042482,149.1629142,149.1750266,153.4047346,0.041179911,D,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,BBB,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000993642,0.00291208,0.00291208,0.00291208,0.000482343,0.000404759,0.012956672,0.014377677,0.006039018
US822582AN22,,RDSALN,Shell International Finance BV,NETHERLANDS,5.5,25/03/2040,25/03/2040,24.16666667,24.16666667,,25/03/2016,2,106.81845,108.2913,1.47285,106.81845,1.833333333,108.6517833,0.0,1000000000,1000000000.0,1086517833.0,1086517833.0,0.0,0.0,5.009747025,5.072490938,5.009747025,5.009747025,5.072490938,5.009747025,13.76426091,13.42790878,13.09977596,13.42790878,13.42790878,13.09977596,13.42790878,13.39871129,258.5431921,252.2954179,258.5431921,258.5431921,252.2954179,258.5431921,253.8006677,US912810RP57,224.95141,220.6416837,247.1887227,242.6138328,277.6757046,251.5300788,251.5295048,284.4725889,0.145579388,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,AA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,-0.00888239,-0.007707002,-0.007707002,-0.007707002,0.00320386,0.003453423,0.035601469,0.054564532,0.004267244
US931142CS01,,WMT,Wal-Mart Stores Inc,UNITED STATES,5.625,1/4/2040,1/4/2040,24.18333333,24.18333333,,1/4/2016,2,119.63428,120.22054,0.58626,119.63428,1.78125,121.41553,0.0,1250000000,1250000000.0,1517694125.0,1517694125.0,0.0,0.0,4.309416797,4.355844479,4.309416797,4.309416797,4.355844479,4.309416797,14.2289615,13.9288357,13.63504034,13.9288357,13.9288357,13.63504034,13.9288357,13.87116319,272.3876744,267.5510854,272.3876744,272.3876744,267.5510854,272.3876744,266.3206102,US912810RP57,153.2867641,150.6086609,175.4583436,172.5158607,223.1657321,178.2620781,178.2719328,211.733536,0.168417463,D,Non-Financials,Consumer Services,Retail,General Retailers,Broadline Retailers,AA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0.003248697,0.010646978,0.010646978,0.010646978,0.003208109,0.003451026,0.035651424,0.054585702,0.005960668
US15135UAD19,,CVECN,Cenovus Energy Inc,CANADA,5.7,15/10/2019,15/10/2019,3.722222222,3.722222222,,15/04/2016,2,100.5992,100.94191,0.34271,100.5992,1.583333333,102.1825333,0.0,1300000000,1300000000.0,1328372933.0,1328372933.0,0.0,0.0,5.516842746,5.592931631,5.516842746,5.516842746,5.592931631,5.516842746,3.356469893,3.266369654,3.178688043,3.266369654,3.266369654,3.178688043,3.266369654,3.353239702,13.01171663,13.82768754,13.01171663,13.01171663,13.82768754,13.01171663,12.04188146,US912828N225,450.5400087,443.2252045,435.2534176,428.0351174,424.2493203,435.7892441,435.792185,437.6208405,0.034264253,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,BBB,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960087,-0.035303632,-0.035303632,-0.035303632,0.000388997,0.000387939,0.011134114,0.012791559,0.005217118
US06051GEC96,,BAC,Bank of America Corp,UNITED STATES,5.625,1/7/2020,1/7/2020,4.433333333,4.433333333,,1/7/2016,2,110.48843,110.70665,0.21822,110.48843,0.375,110.86343,2.8125,3000000000,3000000000.0,3325902900.0,3325902900.0,84375000.0,84375000.0,3.07552014,3.0991672,3.07552014,3.07552014,3.0991672,3.07552014,3.99825847,3.937705999,3.878070578,3.937705999,3.937705999,3.878070578,3.937705999,3.994425367,18.46903303,19.79460055,18.46903303,18.46903303,19.79460055,18.46903303,17.01696294,US912828N480,163.7216322,161.8873809,172.8466576,170.9548001,183.068991,172.4257876,172.4442561,178.1374827,0.04428357,D,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001081281,-0.001892416,-0.001892416,-0.001892416,0.000552123,0.000446854,0.014195364,0.015485683,0.013393696
US89152UAD46,,TOTAL,Total Capital SA,FRANCE,4.45,24/06/2020,24/06/2020,4.413888889,4.413888889,,24/06/2016,2,107.58867,108.02069,0.43202,107.58867,0.383194444,107.9718644,0.0,1250000000,1250000000.0,1349648306.0,1349648306.0,0.0,0.0,2.617777632,2.634909531,2.617777632,2.617777632,2.634909531,2.617777632,4.057781098,4.005355449,3.953607127,4.005355449,4.005355449,3.953607127,4.005355449,4.054557413,18.88789572,20.32904728,18.88789572,18.88789572,20.32904728,18.88789572,17.33597205,US912828N480,117.2958653,116.1131301,126.7771884,125.5345977,133.1836955,125.6178789,125.6249909,131.5272719,0.043777812,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,AA,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00271781,0.002230885,0.002230885,0.002230885,0.000546974,0.000445298,0.014121809,0.015401978,0.005300676
US6174467P85,,MS,Morgan Stanley,UNITED STATES,5.5,24/07/2020,24/07/2020,4.497222222,4.497222222,,24/07/2016,2,110.97288,111.32545,0.35257,110.97288,0.015277778,110.9881578,2.75,1890000000,1890000000.0,2097676182.0,2097676182.0,51975000.0,51975000.0,2.881062303,2.901813603,2.881062303,2.881062303,2.901813603,2.881062303,4.071790548,4.013968088,3.956966749,4.013968088,4.013968088,3.956966749,4.013968088,4.066952114,19.09733665,20.48148549,19.09733665,19.09733665,20.48148549,19.09733665,17.58186131,US912828N480,143.9862725,142.4415972,151.9406053,150.3457144,162.3028521,151.4474322,151.4504019,157.4836606,0.045138352,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001056992,0.003702895,0.003702895,0.003702895,0.000566851,0.000455717,0.014465913,0.015724856,0.008442647
US59156RAY45,,MET,MetLife Inc,UNITED STATES,5.875,6/2/2041,6/2/2041,25.03055556,25.03055556,,6/2/2016,2,114.53751,115.33374,0.79623,114.53751,2.757986111,117.2954961,0.0,750000000,750000000.0,879716220.8,879716220.8,0.0,0.0,4.864228788,4.923380592,4.864228788,4.864228788,4.923380592,4.864228788,13.84086198,13.51222911,13.19139919,13.51222911,13.51222911,13.19139919,13.51222911,13.45509171,265.9273924,259.735333,265.9273924,265.9273924,259.735333,265.9273924,260.1611437,US912810RP57,210.0403754,206.08986,228.8705191,224.6954681,275.0848129,235.1178623,235.1519116,268.9035324,0.157822166,G,Financials,Financials,Insurance,Life Insurance,Life Insurance,A,SEN,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.003166024,-0.018173966,-0.018173966,-0.018173966,0.003216767,0.003462103,0.037347027,0.055731962,0.003455041
US345397VR12,,F,Ford Motor Credit Co LLC,UNITED STATES,5.75,1/2/2021,1/2/2021,5.016666667,5.016666667,,1/2/2016,2,109.74768,110.23866,0.49098,109.74768,2.779166667,112.5268467,0.0,1250000000,1250000000.0,1406585583.0,1406585583.0,0.0,0.0,3.608171695,3.640718952,3.608171695,3.608171695,3.640718952,3.608171695,4.350515276,4.273419126,4.197689209,4.273419126,4.273419126,4.197689209,4.273419126,4.349432862,22.21645271,23.46114303,22.21645271,22.21645271,23.46114303,22.21645271,20.85207044,US912828N480,217.8768074,215.1525364,216.4668864,213.7539475,228.9601234,216.5287048,216.5766581,224.6461029,0.048942796,D,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000741321,-0.005578185,-0.005578185,-0.005578185,0.00069446,0.0005329,0.016673508,0.017554857,0.005524294
US594918AM64,,MSFT,Microsoft Corp,UNITED STATES,5.3,8/2/2041,8/2/2041,25.03611111,25.03611111,,8/2/2016,2,115.07314,115.91657,0.84343,115.07314,2.458611111,117.5317511,0.0,1000000000,1000000000.0,1175317511.0,1175317511.0,0.0,0.0,4.309819446,4.356255805,4.309819446,4.309819446,4.356255805,4.309819446,14.59046312,14.28268417,13.98139768,14.28268417,14.28268417,13.98139768,14.28268417,14.21065626,288.8711962,283.5114127,288.8711962,288.8711962,283.5114127,288.8711962,282.2868291,US912810RP57,153.3278967,150.6489258,172.1361293,169.2328841,215.8716947,175.4634655,175.494535,210.3416247,0.167020331,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,AAA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.003315482,0.003505629,0.003505629,0.003505629,0.0032168,0.003462255,0.037356977,0.055740617,0.004616001
US87938WAP86,,TELEFO,Telefonica Emisiones SAU,SPAIN,5.462,16/02/2021,16/02/2021,5.058333333,5.058333333,,16/02/2016,2,111.93391,112.43258,0.49867,111.93391,2.412383333,114.3462933,0.0,1500000000,1500000000.0,1715194400.0,1715194400.0,0.0,0.0,2.907490593,2.928624347,2.907490593,2.907490593,2.928624347,2.907490593,4.430034394,4.366555795,4.303986789,4.366555795,4.366555795,4.303986789,4.366555795,4.428454294,22.99791223,24.43431629,22.99791223,22.99791223,24.43431629,22.99791223,21.45418137,US912828N480,146.6673469,145.0844262,144.5691061,143.0030499,157.7974123,144.383113,144.4220053,152.7887866,0.050637733,G,Non-Financials,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.005151064,0.000242597,0.000242597,0.000242597,0.000704424,0.000545731,0.016826496,0.017663587,0.00673634
US25459HBA23,,DTV,DIRECTV Holdings LLC / DIRECTV Financing Co Inc,UNITED STATES,5.0,1/3/2021,1/3/2021,5.1,5.1,,1/3/2016,2,108.349,108.601,0.252,108.349,2.0,110.349,0.0,1500000000,1500000000.0,1655235000.0,1655235000.0,0.0,0.0,3.211458175,3.237241834,3.211458175,3.211458175,3.237241834,3.211458175,4.507492021,4.43625774,4.366149212,4.43625774,4.43625774,4.366149212,4.43625774,4.500967128,23.55926746,24.93513156,23.55926746,23.55926746,24.93513156,23.55926746,22.01741285,US912828N480,177.5290956,175.4811844,174.742535,172.7170206,185.435495,174.3449428,174.3947327,182.9591406,0.049667722,D,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00193094,0.007942893,0.007942893,0.007942893,0.00071155,0.000559018,0.016946473,0.017771908,0.006500853
US80105NAG07,,SANFP,Sanofi-Aventis SA,FRANCE,4.0,29/03/2021,29/03/2021,5.177777778,5.177777778,,29/03/2016,2,107.28787,107.53905,0.25118,107.28787,1.288888889,108.5767589,0.0,2000000000,2000000000.0,2171535178.0,2171535178.0,0.0,0.0,2.490450416,2.505956274,2.490450416,2.490450416,2.505956274,2.490450416,4.691606177,4.63390364,4.576910794,4.63390364,4.63390364,4.576910794,4.63390364,4.684437344,25.20838975,26.82463161,25.20838975,25.20838975,26.82463161,25.20838975,23.43531156,US912828N480,104.4005396,103.3804085,100.3291153,99.34170808,109.3763033,99.15419699,99.17941688,108.3725878,0.050862102,G,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,AA,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001788412,0.00660568,0.00660568,0.00660568,0.000727986,0.000583585,0.017228649,0.017972026,0.008528596
US437076AW21,,HD,Home Depot Inc,UNITED STATES,4.4,1/1/2021,1/4/2021,5.183333333,5.183333333,,1/4/2016,2,110.63771,111.02593,0.38822,110.63771,1.393333333,112.0310433,0.0,1000000000,1000000000.0,1120310433.0,1120310433.0,0.0,0.0,2.117705759,2.128917453,2.117705759,2.21569115,2.227964368,2.21569115,4.458607778,4.411892329,4.365666345,4.411892329,4.611689508,4.561158911,4.611689508,4.543243796,22.98595083,24.6441308,22.98595083,25.08211854,26.76635318,25.08211854,17.45683604,US912828N480,66.6966575,66.1059428,62.53345724,61.97620406,75.95196123,63.98480906,71.52982824,80.69173695,0.050898434,D,Non-Financials,Consumer Services,Retail,General Retailers,Home Improvement Retailers,A,*,*,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000762125,0.008359262,0.008359262,0.008359262,0.000672141,0.000522816,0.016337411,0.01739036,0.004399963
US404280AK50,,HSBC,HSBC Holdings PLC,UNITED KINGDOM,5.1,5/4/2021,5/4/2021,5.194444444,5.194444444,,5/4/2016,2,111.16274,111.4181,0.25536,111.16274,1.558333333,112.7210733,0.0,2500000000,2500000000.0,2818026833.0,2818026833.0,0.0,0.0,2.776600117,2.795873887,2.776600117,2.776600117,2.795873887,2.776600117,4.600396232,4.537403457,4.475273236,4.537403457,4.537403457,4.475273236,4.537403457,4.594588449,24.52866001,26.03829864,24.52866001,24.52866001,26.03829864,24.52866001,22.87106022,US912828N480,133.3923009,131.9953786,129.0455487,127.6835632,141.8013122,128.7208406,128.7482696,137.7441017,0.051790694,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.003009891,0.000993702,0.000993702,0.000993702,0.00073572,0.000589264,0.017304205,0.018015754,0.011067659
